protein_a,protein_b,chain_a,chain_b,length_a,length_b,identity,coverage_shorter,aligned_pairs,score
1YJO,3U6G,A,A,6,125,0.3333333333333333,1.0,6,13.0
1YJO,3UR8,A,B,6,316,0.6,0.8333333333333334,5,17.0
1YJO,3VZ9,A,B,6,103,0.5,1.0,6,17.0
1YJO,3ZBD,A,A,6,110,0.3333333333333333,1.0,6,12.0
1YJO,3ZRX,A,A,6,111,0.3333333333333333,1.0,6,13.0
1YJO,4AM1,A,A,6,345,0.4,0.8333333333333334,5,13.0
1YJO,4ANN,A,A,6,176,0.3333333333333333,1.0,6,16.0
1YJO,4B6G,A,A,6,283,0.6,0.8333333333333334,5,20.0
1YJO,4B9G,A,A,6,146,0.6,0.8333333333333334,5,15.0
1YJO,4DND,A,A,6,95,0.4,0.8333333333333334,5,11.0
1YJO,4DPZ,A,X,6,108,0.4,0.8333333333333334,5,14.0
1YJO,4DQ7,A,A,6,168,0.4,0.8333333333333334,5,14.0
1YJO,4ERY,A,A,6,304,0.6,0.8333333333333334,5,15.0
1YJO,4F3J,A,A,6,143,0.5,1.0,6,17.0
1YJO,4G7X,A,A,6,92,0.3333333333333333,1.0,6,12.0
1YJO,4H4J,A,A,6,236,0.4,0.8333333333333334,5,14.0
1YJO,4HWM,A,A,6,117,0.4,0.8333333333333334,5,10.0
1YJO,4JG2,A,A,6,185,0.6,0.8333333333333334,5,17.0
1YJO,4JYP,A,A,6,267,0.3333333333333333,1.0,6,14.0
1YJO,5CYT,A,R,6,103,0.4,0.8333333333333334,5,13.0
1YZM,2DKO,A,I,46,3,1.0,1.0,3,15.0
1YZM,2J32,A,B,46,4,0.75,1.0,4,16.0
1YZM,3FVA,A,A,46,6,0.3333333333333333,1.0,6,11.0
1YZM,3MGN,A,H,46,1,1.0,1.0,1,6.0
1YZM,3PID,A,A,46,387,0.3333333333333333,0.8478260869565217,39,30.0
1YZM,3V1A,A,A,46,48,0.8181818181818182,0.9565217391304348,44,169.0
1Z21,2D5W,A,C,96,5,0.75,0.8,4,15.0
1Z21,2FG1,A,A,96,157,0.30120481927710846,0.8645833333333334,83,46.0
1Z21,2FN9,A,A,96,280,0.3218390804597701,0.90625,87,29.5
1Z21,3L41,A,B,96,5,0.4,1.0,5,11.0
1Z21,3MD4,A,A,96,6,0.5,1.0,6,11.0
1Z21,3MGN,A,H,96,1,1.0,1.0,1,6.0
1Z21,3NVG,A,A,96,6,0.4,0.8333333333333334,5,13.0
1Z21,3OQY,A,a,96,13,0.38461538461538464,1.0,13,20.0
1Z21,3ZIT,A,B,96,78,0.30158730158730157,0.8076923076923077,63,34.5
1ZCE,2D5W,A,C,146,5,0.6,1.0,5,16.0
1ZCE,2J32,A,B,146,4,0.75,1.0,4,12.0
1ZCE,2OLX,A,A,146,4,0.5,1.0,4,13.0
1ZCE,2Y7L,A,B,146,7,0.5,0.8571428571428571,6,15.0
1ZCE,3HYD,A,A,146,7,0.42857142857142855,1.0,7,13.0
1ZCE,3MGN,A,H,146,1,1.0,1.0,1,6.0
1ZVA,2DKO,A,I,75,3,0.6666666666666666,1.0,3,10.0
1ZVA,2OKT,A,A,75,342,0.30303030303030304,0.88,66,38.5
1ZVA,2Y0T,A,B,75,49,0.3,0.8163265306122449,40,26.0
1ZVA,3L41,A,B,75,5,0.4,1.0,5,10.0
1ZVA,3MGN,A,H,75,1,1.0,1.0,1,6.0
1ZVA,3MRE,A,P,75,9,0.625,0.8888888888888888,8,17.0
1ZVA,3Q2X,A,A,75,6,0.8,0.8333333333333334,5,17.0
1ZVA,4G14,A,A,75,5,0.5,0.8,4,11.0
2A50,2D5W,B,C,167,5,0.5,0.8,4,13.0
2A50,2DKO,B,I,167,3,0.6666666666666666,1.0,3,11.0
2A50,2E10,C,B,59,222,0.3275862068965517,0.9830508474576272,58,35.5
2A50,2GKG,A,A,64,122,0.3076923076923077,0.8125,52,27.5
2A50,2HQK,C,A,59,213,0.49122807017543857,0.9661016949152542,57,156.0
2A50,3DRF,B,B,167,8,0.42857142857142855,0.875,7,12.0
2A50,3E5T,C,A,59,228,0.6140350877192983,0.9661016949152542,57,202.0
2A50,3FE7,B,L,167,5,0.75,0.8,4,21.0
2A50,3FOD,A,A,64,6,0.6,0.8333333333333334,5,14.0
2A50,3I2Z,B,B,167,67,0.36363636363636365,0.8208955223880597,55,30.5
2A50,3MD4,C,A,59,6,0.4,0.8333333333333334,5,8.0
2A50,3MD5,A,A,64,6,0.6,0.8333333333333334,5,11.0
2A50,3MGN,A,H,64,1,1.0,1.0,1,6.0
2A50,3PSM,B,A,167,47,0.35714285714285715,0.8936170212765957,42,34.0
2A50,3PTL,B,B,167,10,0.4444444444444444,0.9,9,16.0
2A50,3PZZ,A,A,64,6,0.4,0.8333333333333334,5,12.0
2A50,3SR3,C,A,59,333,0.32653061224489793,0.8305084745762712,49,39.5
2A50,3T3K,B,A,167,122,0.30612244897959184,0.8032786885245902,98,57.0
2A50,4G14,A,A,64,5,0.6,1.0,5,14.0
2A50,4J78,B,B,167,5,0.6,1.0,5,16.0
2AGK,2DKO,A,I,233,3,0.6666666666666666,1.0,3,12.0
2AGK,2G69,A,A,233,99,0.36470588235294116,0.8585858585858586,85,42.5
2AGK,2Y7L,A,B,233,7,0.42857142857142855,1.0,7,15.0
2AGK,3DRF,A,B,233,8,0.42857142857142855,0.875,7,11.0
2AGK,3FVA,A,A,233,6,0.6,0.8333333333333334,5,17.0
2AGK,3HYD,A,A,233,7,0.5,0.8571428571428571,6,14.0
2AGK,3L41,A,B,233,5,0.75,0.8,4,13.0
2AGK,3MGN,A,H,233,1,1.0,1.0,1,6.0
2AGK,3NVG,A,A,233,6,0.6,0.8333333333333334,5,18.0
2AGK,3RQ9,A,B,233,84,0.3382352941176471,0.8095238095238095,68,34.0
2AGK,3VUB,A,A,233,101,0.30864197530864196,0.801980198019802,81,32.5
2AGK,4J78,A,B,233,5,0.5,0.8,4,12.0
2AH1,2BF9,A,A,359,35,0.3103448275862069,0.8285714285714286,29,26.0
2AH1,2D5W,A,D,359,5,0.75,0.8,4,16.0
2AH1,2DKO,A,I,359,3,1.0,1.0,3,15.0
2AH1,2OL9,D,A,109,6,0.4,0.8333333333333334,5,16.0
2AH1,2WW7,D,A,109,22,0.3157894736842105,0.8636363636363636,19,16.5
2AH1,3DRF,A,B,359,8,0.375,1.0,8,15.0
2AH1,3FKE,A,A,359,123,0.3173076923076923,0.8455284552845529,104,32.5
2AH1,3FVA,D,A,109,6,0.5,1.0,6,18.0
2AH1,3MD5,A,A,359,6,0.6,0.8333333333333334,5,16.0
2AH1,3MGN,A,H,359,1,1.0,1.0,1,6.0
2AH1,3OBQ,D,B,109,9,0.4444444444444444,1.0,9,22.0
2AH1,3OQY,A,a,359,13,0.36363636363636365,0.8461538461538461,11,18.0
2AH1,3PZZ,A,A,359,6,0.3333333333333333,1.0,6,15.0
2AH1,3Q2X,D,A,109,6,0.4,0.8333333333333334,5,8.0
2AH1,3SO6,A,Q,359,13,0.36363636363636365,0.8461538461538461,11,23.0
2AH1,3T3K,A,A,359,122,0.3486238532110092,0.8934426229508197,109,42.0
2AH1,4DT4,A,A,359,160,0.3125,0.8,128,41.5
2AH1,4ERY,A,D,359,14,0.38461538461538464,0.9285714285714286,13,24.0
2AH1,4G14,A,A,359,5,0.5,0.8,4,15.0
2B0A,3MGN,A,H,186,1,1.0,1.0,1,6.0
2B0A,3PTL,A,B,186,10,0.5,1.0,10,25.0
2B0A,3Q2X,A,A,186,6,0.6,0.8333333333333334,5,12.0
2B0A,4G14,A,A,186,5,0.75,0.8,4,17.0
2BCM,2D5W,A,D,138,5,0.75,0.8,4,13.0
2BCM,2J32,A,B,138,4,0.5,1.0,4,11.0
2BCM,3E7R,A,L,138,40,0.46875,0.8,32,31.0
2BCM,3MEA,A,B,138,3,0.6666666666666666,1.0,3,10.0
2BCM,3MGN,A,H,138,1,1.0,1.0,1,6.0
2BCM,3SO6,A,Q,138,13,0.4166666666666667,0.9230769230769231,12,23.0
2BCM,4H4J,C,A,137,236,0.3333333333333333,0.8540145985401459,117,33.0
2BCM,4J78,A,B,138,5,0.5,0.8,4,12.0
2BF9,2HQK,A,A,35,213,0.3333333333333333,0.8571428571428571,30,26.5
2BF9,2OLX,A,A,35,4,0.5,1.0,4,10.0
2BF9,2X9Z,A,A,35,262,0.3448275862068966,0.8285714285714286,29,28.5
2BF9,3FE7,A,L,35,5,0.4,1.0,5,7.0
2BF9,3FSO,A,B,35,112,0.4,1.0,35,30.0
2BF9,3FVA,A,A,35,6,0.4,0.8333333333333334,5,12.0
2BF9,3MEA,A,A,35,162,0.3793103448275862,0.8285714285714286,29,26.5
2BF9,3MGN,A,H,35,1,1.0,1.0,1,6.0
2BF9,3MRE,A,A,35,274,0.3333333333333333,0.8571428571428571,30,26.0
2BF9,3NVG,A,A,35,6,0.5,1.0,6,15.0
2BF9,3VUB,A,A,35,101,0.3793103448275862,0.8285714285714286,29,30.0
2BF9,4B9G,A,A,35,146,0.3793103448275862,0.8285714285714286,29,33.0
2BF9,4DKN,A,A,35,209,0.3548387096774194,0.8857142857142857,31,24.0
2BF9,4EUG,A,A,35,225,0.34375,0.9142857142857143,32,30.5
2BRF,2D5W,A,D,100,5,0.5,0.8,4,12.0
2BRF,3MEA,A,B,100,3,0.6666666666666666,1.0,3,11.0
2BRF,3MGN,A,H,100,1,1.0,1.0,1,6.0
2BRF,3PKV,A,A,100,221,0.3118279569892473,0.93,93,35.0
2BRF,3PTL,A,B,100,10,0.5,0.8,8,17.0
2BRF,3RQ9,A,A,100,78,0.3076923076923077,0.8333333333333334,65,39.0
2BRF,4A02,A,A,100,166,0.3176470588235294,0.85,85,29.0
2C71,2D5W,A,D,205,5,0.5,0.8,4,8.0
2C71,2DKO,A,I,205,3,0.3333333333333333,1.0,3,11.0
2C71,2J32,A,B,205,4,0.5,1.0,4,14.0
2C71,2VYO,A,A,205,206,0.30357142857142855,0.8195121951219512,168,132.5
2C71,3FOD,A,A,205,6,0.6,0.8333333333333334,5,11.0
2C71,3FVA,A,A,205,6,0.5,1.0,6,13.0
2C71,3HYD,A,A,205,7,0.3333333333333333,0.8571428571428571,6,13.0
2C71,3IVV,A,D,205,9,0.5,0.8888888888888888,8,20.0
2C71,3L41,A,B,205,5,0.4,1.0,5,12.0
2C71,3MD4,A,A,205,6,0.3333333333333333,1.0,6,15.0
2C71,3MD5,A,A,205,6,0.3333333333333333,1.0,6,15.0
2C71,3MGN,A,H,205,1,1.0,1.0,1,6.0
2C71,3NVG,A,A,205,6,0.3333333333333333,1.0,6,14.0
2C71,3OQY,A,a,205,13,0.3076923076923077,1.0,13,15.0
2C71,3RY0,A,B,205,63,0.3269230769230769,0.8253968253968254,52,35.0
2C71,3SO6,A,Q,205,13,0.5454545454545454,0.8461538461538461,11,20.0
2CE0,2D5W,A,A,99,602,0.3048780487804878,0.8282828282828283,82,38.5
2CE0,3FTD,A,A,99,240,0.30120481927710846,0.8383838383838383,83,40.0
2CE0,3MD4,A,A,99,6,0.6,0.8333333333333334,5,12.0
2CE0,3MGN,A,H,99,1,1.0,1.0,1,6.0
2CE0,3Q2X,A,A,99,6,0.4,0.8333333333333334,5,13.0
2CE0,4G14,A,A,99,5,0.6,1.0,5,13.0
2CG7,2D5W,A,D,90,5,0.5,0.8,4,10.0
2CG7,3L41,A,B,90,5,0.5,0.8,4,14.0
2CG7,3MGN,A,H,90,1,1.0,1.0,1,6.0
2COV,3FVA,D,A,92,6,0.5,1.0,6,14.0
2COV,3MD4,D,A,92,6,0.4,0.8333333333333334,5,12.0
2COV,3MGN,D,H,92,1,1.0,1.0,1,6.0
2COV,3US6,D,A,92,148,0.35135135135135137,0.8043478260869565,74,31.0
2COV,4J78,F,A,87,300,0.3698630136986301,0.8390804597701149,73,38.5
2CWS,2D5W,A,D,227,5,0.5,0.8,4,11.0
2CWS,2OL9,A,A,227,6,0.3333333333333333,1.0,6,13.0
2CWS,2Y72,A,A,227,85,0.4057971014492754,0.8117647058823529,69,45.0
2CWS,3HFO,A,A,227,65,0.3114754098360656,0.9384615384615385,61,36.5
2CWS,3HYD,A,A,227,7,0.5,0.8571428571428571,6,17.0
2CWS,3MD4,A,A,227,6,0.6,0.8333333333333334,5,14.0
2CWS,3MEA,A,B,227,3,0.6666666666666666,1.0,3,9.0
2CWS,3MGN,A,H,227,1,1.0,1.0,1,6.0
2CWS,3PZZ,A,A,227,6,0.6,0.8333333333333334,5,13.0
2CWS,3Q2X,A,A,227,6,0.5,1.0,6,14.0
2CWS,4IL7,A,A,227,85,0.32857142857142857,0.8235294117647058,70,35.5
2D5W,2EAQ,C,A,5,89,0.5,0.8,4,11.0
2D5W,2ERW,D,A,5,53,0.6,1.0,5,16.0
2D5W,2ETX,C,A,5,194,0.5,0.8,4,14.0
2D5W,2FB6,D,A,5,116,0.5,0.8,4,11.0
2D5W,2FG1,C,A,5,157,0.5,0.8,4,11.0
2D5W,2FN9,D,A,5,280,0.5,0.8,4,11.0
2D5W,2FQ3,C,A,5,85,0.5,0.8,4,10.0
2D5W,2G7S,C,A,5,190,0.5,0.8,4,11.0
2D5W,2GZQ,C,A,5,191,0.5,0.8,4,11.0
2D5W,2IGD,D,A,5,61,0.75,0.8,4,15.0
2D5W,2IP6,D,A,5,87,1.0,0.8,4,19.0
2D5W,2IVY,D,A,5,88,0.4,1.0,5,11.0
2D5W,2J32,A,B,602,4,0.75,1.0,4,16.0
2D5W,2JKU,D,A,5,35,0.4,1.0,5,7.0
2D5W,2JLI,D,A,5,100,0.5,0.8,4,9.0
2D5W,2NUH,C,A,5,104,0.5,0.8,4,8.0
2D5W,2OCT,C,A,5,97,0.5,0.8,4,13.0
2D5W,2OKT,C,A,5,342,0.75,0.8,4,17.0
2D5W,2OL9,A,A,602,6,0.3333333333333333,1.0,6,18.0
2D5W,2OLX,A,A,602,4,0.75,1.0,4,16.0
2D5W,2Q4N,C,A,5,153,0.8,1.0,5,16.0
2D5W,2Q52,D,A,5,206,0.5,0.8,4,11.0
2D5W,2R16,C,A,5,175,0.5,0.8,4,10.0
2D5W,2RB8,D,A,5,93,0.5,0.8,4,10.0
2D5W,2RFR,D,A,5,154,0.5,0.8,4,8.0
2D5W,2V9V,D,A,5,135,0.5,0.8,4,10.0
2D5W,2VE8,C,A,5,67,0.5,0.8,4,9.0
2D5W,2VH7,D,A,5,94,0.5,0.8,4,11.0
2D5W,2VIM,D,A,5,104,0.6,1.0,5,16.0
2D5W,2VPA,D,A,5,204,0.5,0.8,4,8.0
2D5W,2VQ4,C,A,5,106,0.75,0.8,4,12.0
2D5W,2VYO,C,A,5,206,0.75,0.8,4,15.0
2D5W,2W2A,C,A,5,175,0.6,1.0,5,15.0
2D5W,2W6A,C,A,5,61,0.5,0.8,4,9.0
2D5W,2WJ5,C,A,5,96,0.75,0.8,4,13.0
2D5W,2WW7,A,A,602,22,0.3888888888888889,0.8181818181818182,18,20.5
2D5W,2WWE,D,A,5,111,0.75,0.8,4,11.0
2D5W,2X1Q,D,A,5,119,0.4,1.0,5,9.0
2D5W,2X25,D,B,5,167,0.75,0.8,4,16.0
2D5W,2X3M,C,A,5,166,0.6,1.0,5,13.0
2D5W,2X9Z,C,A,5,262,0.75,0.8,4,18.0
2D5W,2Y72,D,A,5,85,0.4,1.0,5,10.0
2D5W,2Y7L,D,A,5,312,0.75,0.8,4,12.0
2D5W,2Y9F,C,A,5,149,0.6,1.0,5,11.0
2D5W,2YLB,D,A,5,65,0.5,0.8,4,7.0
2D5W,2ZCM,D,A,5,177,0.5,0.8,4,11.0
2D5W,3AMC,C,A,5,308,0.75,0.8,4,14.0
2D5W,3BA1,C,A,5,312,0.5,0.8,4,13.0
2D5W,3BED,D,A,5,130,0.5,0.8,4,10.0
2D5W,3BZQ,D,A,5,99,0.5,0.8,4,12.0
2D5W,3BZZ,C,A,5,19,0.4,1.0,5,7.0
2D5W,3DRF,C,A,5,539,0.8,1.0,5,20.0
2D5W,3EUR,C,A,5,140,0.6,1.0,5,11.0
2D5W,3FCN,C,A,5,158,0.5,0.8,4,11.0
2D5W,3FSO,C,A,5,109,0.75,0.8,4,16.0
2D5W,3GBW,C,A,5,161,0.4,1.0,5,11.0
2D5W,3GHJ,C,A,5,116,0.6,1.0,5,10.0
2D5W,3HHP,C,A,5,312,0.75,0.8,4,15.0
2D5W,3HNY,C,M,5,156,0.5,0.8,4,13.0
2D5W,3HP4,D,A,5,182,0.5,0.8,4,10.0
2D5W,3HYD,A,A,602,7,0.5,0.8571428571428571,6,16.0
2D5W,3HZ8,D,A,5,192,0.4,1.0,5,11.0
2D5W,3I2Z,C,A,5,71,0.75,0.8,4,11.0
2D5W,3I7M,C,A,5,134,0.75,0.8,4,16.0
2D5W,3IVV,C,A,5,140,0.75,0.8,4,13.0
2D5W,3K6Y,C,A,5,227,0.5,0.8,4,13.0
2D5W,3KGK,C,A,5,92,0.5,0.8,4,12.0
2D5W,3L41,A,B,602,5,0.75,0.8,4,15.0
2D5W,3LAA,D,A,5,169,0.5,0.8,4,10.0
2D5W,3LG3,D,A,5,419,0.5,0.8,4,12.0
2D5W,3LJI,C,A,5,272,0.5,0.8,4,13.0
2D5W,3M9J,C,A,5,105,0.6,1.0,5,14.0
2D5W,3M9Q,C,B,5,87,0.5,0.8,4,10.0
2D5W,3MEA,D,A,5,162,0.4,1.0,5,12.0
2D5W,3MGN,A,H,602,1,1.0,1.0,1,6.0
2D5W,3MRE,C,B,5,100,0.75,0.8,4,17.0
2D5W,3N11,D,A,5,325,0.75,0.8,4,12.0
2D5W,3NE0,C,A,5,208,0.5,0.8,4,10.0
2D5W,3NPV,D,A,5,249,0.75,0.8,4,13.0
2D5W,3NVG,A,A,602,6,0.4,0.8333333333333334,5,14.0
2D5W,3O0P,C,A,5,194,0.75,0.8,4,14.0
2D5W,3O5P,C,A,5,128,0.75,0.8,4,14.0
2D5W,3OBQ,D,A,5,141,0.75,0.8,4,12.0
2D5W,3OQY,D,A,5,102,0.75,0.8,4,12.0
2D5W,3PID,C,A,5,387,0.8,1.0,5,20.0
2D5W,3PKV,D,A,5,221,0.6,1.0,5,12.0
2D5W,3PTL,C,A,5,279,0.75,0.8,4,16.0
2D5W,3PZ9,D,A,5,357,0.5,0.8,4,11.0
2D5W,3Q2X,A,A,602,6,0.5,1.0,6,22.0
2D5W,3QPA,D,A,5,196,0.6,1.0,5,16.0
2D5W,3RQ9,D,A,5,78,0.4,1.0,5,14.0
2D5W,3RY0,D,A,5,65,0.5,0.8,4,9.0
2D5W,3SEB,D,A,5,238,0.6,1.0,5,12.0
2D5W,3SO6,D,A,5,137,0.6,1.0,5,10.0
2D5W,3SR3,C,A,5,333,0.5,0.8,4,13.0
2D5W,3SZH,C,A,5,115,0.5,0.8,4,12.0
2D5W,3T0H,D,A,5,208,0.75,0.8,4,12.0
2D5W,3T3K,D,A,5,122,0.8,1.0,5,17.0
2D5W,3T47,D,A,5,71,0.6,1.0,5,14.0
2D5W,3TOW,D,A,5,152,0.4,1.0,5,12.0
2D5W,3TUA,D,A,5,210,0.75,0.8,4,13.0
2D5W,3UCI,C,A,5,72,0.5,0.8,4,12.0
2D5W,3UR8,C,A,5,321,0.6,1.0,5,15.0
2D5W,3US6,D,A,5,148,0.4,1.0,5,11.0
2D5W,3V1A,D,A,5,48,0.4,1.0,5,9.0
2D5W,3VUB,C,A,5,101,0.75,0.8,4,13.0
2D5W,3VVV,C,A,5,108,0.75,0.8,4,12.0
2D5W,3W4Q,D,A,5,258,0.75,0.8,4,12.0
2D5W,3ZSL,D,A,5,138,0.75,0.8,4,11.0
2D5W,3ZZP,D,A,5,74,0.75,0.8,4,12.0
2D5W,4ACJ,C,A,5,167,0.75,0.8,4,16.0
2D5W,4AM1,D,A,5,345,0.4,1.0,5,12.0
2D5W,4ANN,D,A,5,176,0.5,0.8,4,13.0
2D5W,4AVR,D,A,5,94,0.5,0.8,4,10.0
2D5W,4B6G,C,A,5,283,0.5,0.8,4,13.0
2D5W,4B9G,C,A,5,146,0.75,0.8,4,15.0
2D5W,4DD5,D,A,5,387,0.6,1.0,5,14.0
2D5W,4DKN,D,A,5,209,0.6,1.0,5,16.0
2D5W,4DT4,C,A,5,160,0.4,1.0,5,13.0
2D5W,4ERY,C,D,5,14,0.75,0.8,4,17.0
2D5W,4EUG,C,A,5,225,0.5,0.8,4,11.0
2D5W,4F01,C,A,5,218,0.4,1.0,5,11.0
2D5W,4G14,A,A,602,5,0.8,1.0,5,18.0
2D5W,4G2E,C,A,5,151,0.6,1.0,5,10.0
2D5W,4G5X,C,A,5,275,0.75,0.8,4,12.0
2D5W,4GMQ,C,A,5,92,0.6,1.0,5,11.0
2D5W,4GS3,D,A,5,90,0.75,0.8,4,15.0
2D5W,4H4J,D,A,5,236,0.75,0.8,4,13.0
2D5W,4HWM,C,A,5,117,0.5,0.8,4,10.0
2D5W,4IL7,C,A,5,85,0.5,0.8,4,10.0
2D5W,4J11,C,A,5,87,0.4,1.0,5,10.0
2D5W,4J78,C,A,5,300,0.6,1.0,5,14.0
2D5W,4KEF,D,A,5,133,0.5,0.8,4,12.0
2D5W,5CYT,C,R,5,103,0.6,1.0,5,14.0
2DKO,2DPL,I,A,3,287,1.0,1.0,3,15.0
2DKO,2E10,I,B,3,222,0.3333333333333333,1.0,3,10.0
2DKO,2EAQ,I,A,3,89,0.6666666666666666,1.0,3,14.0
2DKO,2FB6,I,A,3,116,0.6666666666666666,1.0,3,9.0
2DKO,2FG1,I,A,3,157,0.6666666666666666,1.0,3,9.0
2DKO,2G69,I,A,3,99,0.3333333333333333,1.0,3,11.0
2DKO,2G7S,I,A,3,190,0.3333333333333333,1.0,3,11.0
2DKO,2GOM,I,A,3,61,0.6666666666666666,1.0,3,10.0
2DKO,2GXG,I,A,3,140,1.0,1.0,3,15.0
2DKO,2HQK,I,A,3,213,0.3333333333333333,1.0,3,11.0
2DKO,2I24,I,N,3,113,0.6666666666666666,1.0,3,9.0
2DKO,2I49,I,A,3,398,0.6666666666666666,1.0,3,11.0
2DKO,2IBL,I,A,3,108,0.3333333333333333,1.0,3,10.0
2DKO,2IMF,I,A,3,203,0.6666666666666666,1.0,3,12.0
2DKO,2IP6,I,A,3,87,0.3333333333333333,1.0,3,8.0
2DKO,2J32,I,B,3,4,1.0,1.0,3,15.0
2DKO,2J9W,I,A,3,101,0.6666666666666666,1.0,3,14.0
2DKO,2JKU,I,A,3,35,0.6666666666666666,1.0,3,9.0
2DKO,2NR7,I,A,3,194,0.6666666666666666,1.0,3,12.0
2DKO,2O6X,I,A,3,306,0.3333333333333333,1.0,3,10.0
2DKO,2OCT,I,A,3,97,0.6666666666666666,1.0,3,12.0
2DKO,2OKT,I,A,3,342,1.0,1.0,3,15.0
2DKO,2OL9,A,A,146,6,0.6,0.8333333333333334,5,18.0
2DKO,2PKT,I,A,3,91,0.3333333333333333,1.0,3,7.0
2DKO,2POF,I,A,3,220,0.6666666666666666,1.0,3,11.0
2DKO,2PSF,I,A,3,307,0.6666666666666666,1.0,3,12.0
2DKO,2PTH,I,A,3,193,0.6666666666666666,1.0,3,14.0
2DKO,2Q52,I,A,3,206,1.0,1.0,3,15.0
2DKO,2QJL,I,A,3,99,0.6666666666666666,1.0,3,9.0
2DKO,2R6Q,I,A,3,138,0.6666666666666666,1.0,3,9.0
2DKO,2RE2,I,A,3,118,0.6666666666666666,1.0,3,11.0
2DKO,2RFR,I,A,3,154,0.3333333333333333,1.0,3,10.0
2DKO,2V9V,I,A,3,135,0.3333333333333333,1.0,3,8.0
2DKO,2VYO,I,A,3,206,0.6666666666666666,1.0,3,12.0
2DKO,2W6A,I,A,3,61,0.6666666666666666,1.0,3,12.0
2DKO,2WUJ,I,A,3,50,1.0,1.0,3,15.0
2DKO,2X1Q,I,A,3,119,0.6666666666666666,1.0,3,10.0
2DKO,2X5Y,I,A,3,171,0.6666666666666666,1.0,3,12.0
2DKO,2X9Z,I,A,3,262,0.6666666666666666,1.0,3,12.0
2DKO,2Y0T,I,A,3,52,0.6666666666666666,1.0,3,14.0
2DKO,2Y7L,I,A,3,312,0.6666666666666666,1.0,3,8.0
2DKO,2YNY,I,A,3,106,0.3333333333333333,1.0,3,10.0
2DKO,2ZCM,I,A,3,177,0.6666666666666666,1.0,3,12.0
2DKO,2ZU1,I,A,3,180,0.6666666666666666,1.0,3,11.0
2DKO,3AMC,I,A,3,308,1.0,1.0,3,15.0
2DKO,3BA1,I,A,3,312,0.6666666666666666,1.0,3,12.0
2DKO,3BED,I,A,3,130,0.6666666666666666,1.0,3,12.0
2DKO,3BZQ,I,A,3,99,0.6666666666666666,1.0,3,12.0
2DKO,3DWV,I,A,3,162,0.3333333333333333,1.0,3,10.0
2DKO,3F2Z,I,A,3,149,0.3333333333333333,1.0,3,8.0
2DKO,3F7E,I,A,3,128,0.6666666666666666,1.0,3,10.0
2DKO,3FKE,I,A,3,123,0.3333333333333333,1.0,3,7.0
2DKO,3FMY,I,A,3,65,0.3333333333333333,1.0,3,9.0
2DKO,3FSO,I,A,3,109,0.6666666666666666,1.0,3,12.0
2DKO,3G1S,I,A,3,209,0.6666666666666666,1.0,3,14.0
2DKO,3HP4,I,A,3,182,0.6666666666666666,1.0,3,12.0
2DKO,3HYD,B,A,103,7,0.6666666666666666,0.8571428571428571,6,16.0
2DKO,3HZ8,I,A,3,192,0.6666666666666666,1.0,3,11.0
2DKO,3I4O,I,A,3,68,0.6666666666666666,1.0,3,10.0
2DKO,3I7M,I,A,3,134,0.6666666666666666,1.0,3,12.0
2DKO,3IVV,I,D,3,9,1.0,1.0,3,15.0
2DKO,3K6Y,I,A,3,227,0.6666666666666666,1.0,3,10.0
2DKO,3KGK,I,A,3,92,0.6666666666666666,1.0,3,11.0
2DKO,3KZD,I,A,3,85,0.6666666666666666,1.0,3,14.0
2DKO,3LAA,I,A,3,169,0.6666666666666666,1.0,3,10.0
2DKO,3LAX,I,A,3,106,0.6666666666666666,1.0,3,14.0
2DKO,3LG3,I,A,3,419,0.6666666666666666,1.0,3,12.0
2DKO,3M3P,I,A,3,249,0.6666666666666666,1.0,3,12.0
2DKO,3M8J,I,A,3,90,0.6666666666666666,1.0,3,10.0
2DKO,3MD4,A,A,146,6,0.3333333333333333,1.0,6,13.0
2DKO,3MD5,A,A,146,6,0.3333333333333333,1.0,6,15.0
2DKO,3MEA,A,B,146,3,0.3333333333333333,1.0,3,7.0
2DKO,3MGN,A,H,146,1,1.0,1.0,1,6.0
2DKO,3N11,I,A,3,325,0.6666666666666666,1.0,3,12.0
2DKO,3NE0,I,A,3,208,0.3333333333333333,1.0,3,8.0
2DKO,3NPV,I,A,3,249,0.6666666666666666,1.0,3,12.0
2DKO,3O0P,I,A,3,194,0.3333333333333333,1.0,3,11.0
2DKO,3O5P,I,A,3,128,0.6666666666666666,1.0,3,11.0
2DKO,3PES,I,A,3,83,0.6666666666666666,1.0,3,10.0
2DKO,3PIW,I,A,3,154,0.3333333333333333,1.0,3,9.0
2DKO,3PVE,I,A,3,175,0.6666666666666666,1.0,3,7.0
2DKO,3PZZ,A,A,146,6,0.6,0.8333333333333334,5,15.0
2DKO,3Q6L,I,A,3,131,1.0,1.0,3,15.0
2DKO,3QPA,I,A,3,196,0.3333333333333333,1.0,3,10.0
2DKO,3RQ9,I,A,3,78,0.3333333333333333,1.0,3,9.0
2DKO,3RZY,I,A,3,139,1.0,1.0,3,15.0
2DKO,3SEB,I,A,3,238,0.6666666666666666,1.0,3,12.0
2DKO,3SO6,I,A,3,137,0.6666666666666666,1.0,3,11.0
2DKO,3SR3,I,B,3,304,0.6666666666666666,1.0,3,11.0
2DKO,3SUK,I,A,3,124,0.6666666666666666,1.0,3,12.0
